№ п/п,Дата,Время начала,Время окон- чания,Тип занятий,Участвуют группы,Участвуют подгруппы,Дисциплина,Число сту- дентов,Поме- щение,Преподаватель
60,17.02.2022четверг,14.3,16.0,прак. занятие,ЗМЛ-1911,,Иностранный язык (английский),24,318 (I),доц. Екимова Наталья Викторовна
61,18.02.2022пятница,9.0,10.3,прак. занятие,ЗМЛ-1911,,Иностранный язык (английский),24,318 (I),доц. Екимова Наталья Викторовна
62,18.02.2022пятница,10.4,12.1,прак. занятие,ЗМЛ-1911,,Иностранный язык (английский),24,318 (I),доц. Екимова Наталья Викторовна
63,18.02.2022пятница,12.2,13.5,прак. занятие,ЗМЛ-1911,,Иностранный язык (английский),24,318 (I),доц. Екимова Наталья Викторовна
64,18.02.2022пятница,14.3,16.0,прак. занятие,ЗМЛ-1911,,Иностранный язык (английский),24,318 (I),доц. Екимова Наталья Викторовна
65,19.02.2022суббота,9.0,10.3,прак. занятие,ЗМЛ-1911,,Иностранный язык (английский),24,318 (I),доц. Екимова Наталья Викторовна
66,19.02.2022суббота,10.4,12.1,прак. занятие,ЗМЛ-1911,,Иностранный язык (английский),24,318 (I),доц. Екимова Наталья Викторовна
67,19.02.2022суббота,12.2,13.5,прак. занятие,ЗМЛ-1911,,Математика,24,523 (I),проф. Максимова Людмила Анатольевна
68,19.02.2022суббота,14.3,16.0,прак. занятие,ЗМЛ-1911,,Математика,24,523 (I),проф. Максимова Людмила Анатольевна
69,21.02.2022понедельник,12.2,13.5,прак. занятие,ЗМЛ-1911,,Правовая культура,24,513 (I),ст. преп. Шакеров Рустам Равилевич
70,21.02.2022понедельник,14.3,16.0,прак. занятие,ЗМЛ-1911,,Правовая культура,24,513 (I),ст. преп. Шакеров Рустам Равилевич
71,21.02.2022понедельник,16.1,17.4,прак. занятие,ЗМЛ-1911,,Философия и основы критического мышления,24,524 (I),асс. Синицына-Солодкая Екатерина Владимировна
72,21.02.2022понедельник,17.5,19.2,прак. занятие,ЗМЛ-1911,,Философия и основы критического мышления,24,524 (I),асс. Синицына-Солодкая Екатерина Владимировна
73,22.02.2022вторник,9.0,10.3,прак. занятие,ЗМЛ-1911,,Экономическая теория,24,507 (I),доц. Комов Михаил Сергеевич
74,22.02.2022вторник,10.4,12.1,прак. занятие,ЗМЛ-1911,,Экономическая теория,24,507 (I),доц. Комов Михаил Сергеевич
75,22.02.2022вторник,12.2,13.5,экзамен,ЗМЛ-1911,,Цифровая экономика,24,533 (I),ст. преп. Танифа Дмитрий Сергеевич
76,22.02.2022вторник,14.3,16.0,экзамен,ЗМЛ-1911,,Цифровая экономика,24,533 (I),ст. преп. Танифа Дмитрий Сергеевич
77,24.02.2022четверг,9.0,10.3,лекция,"ЗМЛ-1911, ЗМЛ-1912, ЗМЛ-1913, ЗМЛ-1914",,История транспорта,106,516 (I),доц. Блонский Леонид Владимирович
78,24.02.2022четверг,10.4,12.1,лекция,"ЗМЛ-1911, ЗМЛ-1912, ЗМЛ-1913, ЗМЛ-1914",,История транспорта,106,516 (I),доц. Блонский Леонид Владимирович
79,24.02.2022четверг,12.2,13.5,зачет,ЗМЛ-1911,,Основы комплексной безопасности,24,110 (III),доц. Шевченко Виктория Борисовна
80,24.02.2022четверг,14.3,16.0,зачет,ЗМЛ-1911,,Основы комплексной безопасности,24,110 (III),доц. Шевченко Виктория Борисовна
81,25.02.2022пятница,12.2,13.5,зачет,ЗМЛ-1911,,Техники публичного выступления,24,507 (I),ст. преп. Банцер Екатерина Игоревна
82,25.02.2022пятница,14.3,16.0,зачет,ЗМЛ-1911,,Техники публичного выступления,24,507 (I),ст. преп. Банцер Екатерина Игоревна
83,26.02.2022суббота,9.0,10.3,зачет,ЗМЛ-1911,,Управление конфликтами,24,533 (I),доц. Паньшин Александр Игоревич
84,26.02.2022суббота,10.4,12.1,зачет,ЗМЛ-1911,,Управление конфликтами,24,533 (I),доц. Паньшин Александр Игоревич
85,26.02.2022суббота,12.2,13.5,прак. занятие,,ЗМЛ-1911-2,Информационные технологии и системы в управлении,12,313 (I),асс. Истомин Александр Владимирович
86,26.02.2022суббота,12.2,13.5,прак. занятие,,ЗМЛ-1911-1,Информационные технологии и системы в управлении,12,313а (I),асс. Малых Алексей Николаевич
87,26.02.2022суббота,14.3,16.0,прак. занятие,,ЗМЛ-1911-2,Информационные технологии и системы в управлении,12,313 (I),асс. Истомин Александр Владимирович
88,26.02.2022суббота,14.3,16.0,прак. занятие,,ЗМЛ-1911-1,Информационные технологии и системы в управлении,12,313а (I),асс. Малых Алексей Николаевич
89,26.02.2022суббота,16.1,17.4,прак. занятие,,ЗМЛ-1911-1,Информационные технологии и системы в управлении,12,313а (I),асс. Малых Алексей Николаевич
90,26.02.2022суббота,16.1,17.4,прак. занятие,,ЗМЛ-1911-2,Информационные технологии и системы в управлении,12,313 (I),асс. Истомин Александр Владимирович
91,11.05.2022среда,10.4,12.1,прак. занятие,ЗМЛ-1911,,Математика,24,524 (I),проф. Максимова Людмила Анатольевна
92,11.05.2022среда,12.2,13.5,прак. занятие,ЗМЛ-1911,,Математика,24,524 (I),проф. Максимова Людмила Анатольевна
93,11.05.2022среда,14.3,16.0,прак. занятие,,ЗМЛ-1911-2,Информационные технологии и системы в управлении,12,222г (I),асс. Истомин Александр Владимирович
94,11.05.2022среда,14.3,16.0,прак. занятие,,ЗМЛ-1911-1,Информационные технологии и системы в управлении,12,222б (I),асс. Малых Алексей Николаевич
95,11.05.2022среда,16.1,17.4,прак. занятие,,ЗМЛ-1911-2,Информационные технологии и системы в управлении,12,222г (I),асс. Истомин Александр Владимирович
96,11.05.2022среда,16.1,17.4,прак. занятие,,ЗМЛ-1911-1,Информационные технологии и системы в управлении,12,222б (I),асс. Малых Алексей Николаевич
97,11.05.2022среда,17.5,19.2,прак. занятие,,ЗМЛ-1911-1,Информационные технологии и системы в управлении,12,222б (I),асс. Малых Алексей Николаевич
98,11.05.2022среда,17.5,19.2,прак. занятие,,ЗМЛ-1911-2,Информационные технологии и системы в управлении,12,222г (I),асс. Истомин Александр Владимирович
99,12.05.2022четверг,12.2,13.5,прак. занятие,ЗМЛ-1911,,Экономическая теория,24,507 (I),доц. Комов Михаил Сергеевич
100,12.05.2022четверг,14.3,16.0,прак. занятие,ЗМЛ-1911,,Экономическая теория,24,507 (I),доц. Комов Михаил Сергеевич
101,12.05.2022четверг,16.1,17.4,зачет,ЗМЛ-1911,,Россия в глобальной истории,24,533 (I),доц. Блонский Леонид Владимирович
102,12.05.2022четверг,17.5,19.2,зачет,ЗМЛ-1911,,Россия в глобальной истории,24,533 (I),доц. Блонский Леонид Владимирович
103,13.05.2022пятница,9.0,10.3,зачет,ЗМЛ-1911,,Иностранный язык (английский),24,507 (I),доц. Екимова Наталья Викторовна
104,13.05.2022пятница,10.4,12.1,зачет,ЗМЛ-1911,,Иностранный язык (английский),24,507 (I),доц. Екимова Наталья Викторовна
105,13.05.2022пятница,16.1,16.55,консультация,"ЗМЛ-1911, ЗМЛ-1912, ЗМЛ-1913, ЗМЛ-1914",,Математика,106,516 (I),проф. Максимова Людмила Анатольевна
106,14.05.2022суббота,9.0,10.3,прак. занятие,ЗМЛ-1911,,Философия и основы критического мышления,24,429а (I),асс. Синицына-Солодкая Екатерина Владимировна
107,14.05.2022суббота,10.4,12.1,прак. занятие,ЗМЛ-1911,,Философия и основы критического мышления,24,429а (I),асс. Синицына-Солодкая Екатерина Владимировна
108,14.05.2022суббота,12.2,13.5,зачет,ЗМЛ-1911,,Правовая культура,24,507 (I),ст. преп. Шакеров Рустам Равилевич
109,14.05.2022суббота,14.3,16.0,зачет,ЗМЛ-1911,,Правовая культура,24,507 (I),ст. преп. Шакеров Рустам Равилевич
110,16.05.2022понедельник,9.0,10.3,прак. занятие,ЗМЛ-1911,,История транспорта,24,429а (I),доц. Блонский Леонид Владимирович
111,16.05.2022понедельник,10.4,12.1,прак. занятие,ЗМЛ-1911,,История транспорта,24,429а (I),доц. Блонский Леонид Владимирович
